,id,train_seed,test_seed,train_size,test_size,v,target_tree_size,source_tree_size,epochs,decay_factor,alpha_0,test_rmse
0,0.0,0.0,10.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,4.188309333414585
1,1.0,1.0,11.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,4.242060714824162
2,2.0,2.0,12.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.8722389316206725
3,3.0,3.0,13.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,4.083853034495497
4,4.0,4.0,14.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.897735787606919
5,5.0,5.0,15.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,4.235416393186201
6,6.0,6.0,16.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,4.048750202358098
7,7.0,7.0,17.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.967307761136284
8,8.0,8.0,18.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,4.272423386451394
9,9.0,9.0,19.0,63.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,4.432565109661788
10,0.0,0.0,10.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.673014708170124
11,1.0,1.0,11.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.838758700067397
12,2.0,2.0,12.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6136083534424595
13,3.0,3.0,13.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.693188499484458
14,4.0,4.0,14.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.4409493403785287
15,5.0,5.0,15.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.797268983904037
16,6.0,6.0,16.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.895285485710863
17,7.0,7.0,17.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.4590848418966544
18,8.0,8.0,18.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.7129563422526926
19,9.0,9.0,19.0,127.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.977694004857058
20,0.0,0.0,10.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.5246689230640253
21,1.0,1.0,11.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.8073680626675768
22,2.0,2.0,12.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.4412174282958117
23,3.0,3.0,13.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.5519205181747617
24,4.0,4.0,14.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.480378297876828
25,5.0,5.0,15.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.617024282314188
26,6.0,6.0,16.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.844924454105968
27,7.0,7.0,17.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.4446299178653232
28,8.0,8.0,18.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6419264920912373
29,9.0,9.0,19.0,190.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.96901802631705
30,0.0,0.0,10.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6062375508616
31,1.0,1.0,11.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.72416551742035
32,2.0,2.0,12.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.2754728793496666
33,3.0,3.0,13.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.336526338478744
34,4.0,4.0,14.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.415173765601788
35,5.0,5.0,15.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.3206253003531843
36,6.0,6.0,16.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.8191585017156435
37,7.0,7.0,17.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.329504353645669
38,8.0,8.0,18.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.488711046555744
39,9.0,9.0,19.0,254.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.9477580115109507
40,0.0,0.0,10.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.3981467502908367
41,1.0,1.0,11.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.743650642573893
42,2.0,2.0,12.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.2770901670588053
43,3.0,3.0,13.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.332325210995895
44,4.0,4.0,14.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.357233364143432
45,5.0,5.0,15.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.2919027341869427
46,6.0,6.0,16.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.7449590172544847
47,7.0,7.0,17.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.3162289813663857
48,8.0,8.0,18.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.0877558333204167
49,9.0,9.0,19.0,317.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.9050194021256512
50,0.0,0.0,10.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.5286922635708473
51,1.0,1.0,11.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.682306544473592
52,2.0,2.0,12.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.26091453371217
53,3.0,3.0,13.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.3213252721258613
54,4.0,4.0,14.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.430239503014069
55,5.0,5.0,15.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.208873332467163
56,6.0,6.0,16.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6107251435046375
57,7.0,7.0,17.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.216517743250639
58,8.0,8.0,18.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.093041242043938
59,9.0,9.0,19.0,381.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.8896754769571653
60,0.0,0.0,10.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.1485969240493357
61,1.0,1.0,11.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.700603242454027
62,2.0,2.0,12.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.1121997263921375
63,3.0,3.0,13.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.307857911251453
64,4.0,4.0,14.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.3867215637367596
65,5.0,5.0,15.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.2219742084854652
66,6.0,6.0,16.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.673787183873873
67,7.0,7.0,17.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.1154917131030433
68,8.0,8.0,18.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.0345165406688968
69,9.0,9.0,19.0,444.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.782849928742559
70,0.0,0.0,10.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.1050861368168814
71,1.0,1.0,11.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6751047193605864
72,2.0,2.0,12.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.1058154073572313
73,3.0,3.0,13.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.325357695491157
74,4.0,4.0,14.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.308203058490592
75,5.0,5.0,15.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.15340470491797
76,6.0,6.0,16.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6119669156443557
77,7.0,7.0,17.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.077240328672145
78,8.0,8.0,18.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.076683716614582
79,9.0,9.0,19.0,508.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.5367333562182415
80,0.0,0.0,10.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.222082158778479
81,1.0,1.0,11.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6413736683023705
82,2.0,2.0,12.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.0307273784213713
83,3.0,3.0,13.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.290389602659667
84,4.0,4.0,14.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.312748334649415
85,5.0,5.0,15.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.149230651131594
86,6.0,6.0,16.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.5498302103437913
87,7.0,7.0,17.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.0782568441400593
88,8.0,8.0,18.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.0737998796310495
89,9.0,9.0,19.0,571.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.5349213568112585
90,0.0,0.0,10.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.0558997091309132
91,1.0,1.0,11.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6469958165077685
92,2.0,2.0,12.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.043032144050671
93,3.0,3.0,13.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.270321064420381
94,4.0,4.0,14.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.302543952304251
95,5.0,5.0,15.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.120739956042059
96,6.0,6.0,16.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.5395916126428646
97,7.0,7.0,17.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.097332906147305
98,8.0,8.0,18.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.0976039588706756
99,9.0,9.0,19.0,635.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.5273711217523243
100,0.0,0.0,10.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.0558643384914617
101,1.0,1.0,11.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6540199699684597
102,2.0,2.0,12.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.063914366587638
103,3.0,3.0,13.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.2466530499631014
104,4.0,4.0,14.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.2538441461526055
105,5.0,5.0,15.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.116411501257748
106,6.0,6.0,16.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.5212796951703518
107,7.0,7.0,17.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.108998701213424
108,8.0,8.0,18.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.060780956457912
109,9.0,9.0,19.0,699.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.492406523442577
110,0.0,0.0,10.0,762.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.0511126453682644
111,1.0,1.0,11.0,762.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.6226986777812855
112,2.0,2.0,12.0,762.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.046712424326959
113,3.0,3.0,13.0,762.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.2702947985760806
114,4.0,4.0,14.0,762.0,424.0,0.07,1.0,3.0,600.0,0.997,1.0,3.2831759094111046
