,id,train_seed,test_seed,train_size,test_size,v,tree_size,epochs,test_rmse,setting_id,rank,total_rank
619,663.0,1.0,1.0,1068.0,475.0,0.01,4.0,800.0,2.21091583052801,88,44,275
62,87.0,1.0,1.0,142.0,475.0,0.01,4.0,800.0,2.7207780074054777,88,63,275
823,855.0,1.0,1.0,1410.0,475.0,0.01,4.0,800.0,2.1883220971921458,88,56,275
260,279.0,1.0,1.0,356.0,475.0,0.01,4.0,800.0,2.360825872843362,88,69,275
234,230.0,1.0,1.0,356.0,475.0,0.005,4.0,600.0,2.309962990670211,39,43,278
640,614.0,1.0,1.0,1068.0,475.0,0.005,4.0,600.0,2.234620176315612,39,65,278
31,38.0,1.0,1.0,142.0,475.0,0.005,4.0,600.0,2.696742482959636,39,32,278
848,806.0,1.0,1.0,1410.0,475.0,0.005,4.0,600.0,2.212879668554133,39,81,278
440,422.0,1.0,1.0,712.0,475.0,0.005,4.0,600.0,2.234159334396597,39,57,278
29,46.0,1.0,1.0,142.0,475.0,0.005,6.0,600.0,2.6959939550054868,47,30,281
453,430.0,1.0,1.0,712.0,475.0,0.005,6.0,600.0,2.248642849069505,47,70,281
844,814.0,1.0,1.0,1410.0,475.0,0.005,6.0,600.0,2.2079898141169148,47,77,281
650,622.0,1.0,1.0,1068.0,475.0,0.005,6.0,600.0,2.249190721627421,47,75,281
220,238.0,1.0,1.0,356.0,475.0,0.005,6.0,600.0,2.2995576756400875,47,29,281
216,226.0,1.0,1.0,356.0,475.0,0.005,3.0,600.0,2.296908858390024,35,25,301
35,34.0,1.0,1.0,142.0,475.0,0.005,3.0,600.0,2.699225433941936,35,36,301
438,418.0,1.0,1.0,712.0,475.0,0.005,3.0,600.0,2.233644958103931,35,55,301
860,802.0,1.0,1.0,1410.0,475.0,0.005,3.0,600.0,2.227626696380587,35,93,301
667,610.0,1.0,1.0,1068.0,475.0,0.005,3.0,600.0,2.265660454778313,35,92,301
445,479.0,1.0,1.0,712.0,475.0,0.01,6.0,800.0,2.2388495241516795,96,62,305
804,863.0,1.0,1.0,1410.0,475.0,0.01,6.0,800.0,2.1771608189400364,96,37,305
645,671.0,1.0,1.0,1068.0,475.0,0.01,6.0,800.0,2.238603500695939,96,70,305
61,95.0,1.0,1.0,142.0,475.0,0.01,6.0,800.0,2.720728496442264,96,62,305
265,287.0,1.0,1.0,356.0,475.0,0.01,6.0,800.0,2.3705430806853216,96,74,305
447,556.0,1.0,1.0,712.0,475.0,0.1,2.0,200.0,2.242343389377484,173,64,307
279,364.0,1.0,1.0,356.0,475.0,0.1,2.0,200.0,2.406306619509818,173,88,307
72,172.0,1.0,1.0,142.0,475.0,0.1,2.0,200.0,2.7367968460649807,173,73,307
831,940.0,1.0,1.0,1410.0,475.0,0.1,2.0,200.0,2.1951788831869004,173,64,307
593,748.0,1.0,1.0,1068.0,475.0,0.1,2.0,200.0,2.201948150413479,173,18,307
637,689.0,1.0,1.0,1068.0,475.0,0.03,5.0,400.0,2.232180975072364,114,62,321
449,497.0,1.0,1.0,712.0,475.0,0.03,5.0,400.0,2.2445672364840075,114,66,321
272,305.0,1.0,1.0,356.0,475.0,0.03,5.0,400.0,2.391867325492841,114,81,321
792,881.0,1.0,1.0,1410.0,475.0,0.03,5.0,400.0,2.1742687878058367,114,25,321
86,113.0,1.0,1.0,142.0,475.0,0.03,5.0,400.0,2.7605566881675587,114,87,321
22,75.0,1.0,1.0,142.0,475.0,0.01,1.0,800.0,2.6919919980343674,76,23,322
875,843.0,1.0,1.0,1410.0,475.0,0.01,1.0,800.0,2.244609323242284,76,108,322
669,651.0,1.0,1.0,1068.0,475.0,0.01,1.0,800.0,2.270962373816508,76,94,322
205,267.0,1.0,1.0,356.0,475.0,0.01,1.0,800.0,2.283411168898469,76,14,322
466,459.0,1.0,1.0,712.0,475.0,0.01,1.0,800.0,2.262803355394065,76,83,322
827,900.0,1.0,1.0,1410.0,475.0,0.05,4.0,200.0,2.193000236727345,133,60,324
632,708.0,1.0,1.0,1068.0,475.0,0.05,4.0,200.0,2.2218235593158475,133,57,324
78,132.0,1.0,1.0,142.0,475.0,0.05,4.0,200.0,2.7560203653260427,133,79,324
269,324.0,1.0,1.0,356.0,475.0,0.05,4.0,200.0,2.3874116065858697,133,78,324
433,516.0,1.0,1.0,712.0,475.0,0.05,4.0,200.0,2.2302564341219155,133,50,324
642,712.0,1.0,1.0,1068.0,475.0,0.05,5.0,200.0,2.23544890417409,137,67,325
441,520.0,1.0,1.0,712.0,475.0,0.05,5.0,200.0,2.2342365679616543,137,58,325
74,136.0,1.0,1.0,142.0,475.0,0.05,5.0,200.0,2.749139283959628,137,75,325
815,904.0,1.0,1.0,1410.0,475.0,0.05,5.0,200.0,2.182461771365266,137,48,325
268,328.0,1.0,1.0,356.0,475.0,0.05,5.0,200.0,2.38633067168874,137,77,325
277,295.0,1.0,1.0,356.0,475.0,0.03,2.0,800.0,2.405702853407097,104,86,328
839,871.0,1.0,1.0,1410.0,475.0,0.03,2.0,800.0,2.2000598695316604,104,72,328
439,487.0,1.0,1.0,712.0,475.0,0.03,2.0,800.0,2.2336651596475696,104,56,328
620,679.0,1.0,1.0,1068.0,475.0,0.03,2.0,800.0,2.211202224048808,104,45,328
68,103.0,1.0,1.0,142.0,475.0,0.03,2.0,800.0,2.731049265532095,104,69,328
88,152.0,1.0,1.0,142.0,475.0,0.07,3.0,200.0,2.7648616021306225,153,89,332
451,536.0,1.0,1.0,712.0,475.0,0.07,3.0,200.0,2.248107687026762,153,68,332
630,728.0,1.0,1.0,1068.0,475.0,0.07,3.0,200.0,2.2209180099834582,153,55,332
816,920.0,1.0,1.0,1410.0,475.0,0.07,3.0,200.0,2.1825677939883388,153,49,332
262,344.0,1.0,1.0,356.0,475.0,0.07,3.0,200.0,2.369568124336606,153,71,332
270,301.0,1.0,1.0,356.0,475.0,0.03,4.0,400.0,2.39077747141702,110,79,334
617,685.0,1.0,1.0,1068.0,475.0,0.03,4.0,400.0,2.2099786364702108,110,42,334
833,877.0,1.0,1.0,1410.0,475.0,0.03,4.0,400.0,2.196974771188799,110,66,334
85,109.0,1.0,1.0,142.0,475.0,0.03,4.0,400.0,2.7594618037027536,110,86,334
444,493.0,1.0,1.0,712.0,475.0,0.03,4.0,400.0,2.237439950102995,110,61,334
658,716.0,1.0,1.0,1068.0,475.0,0.05,6.0,200.0,2.2550799614547588,141,83,345
274,332.0,1.0,1.0,356.0,475.0,0.05,6.0,200.0,2.400394987859459,141,83,345
810,908.0,1.0,1.0,1410.0,475.0,0.05,6.0,200.0,2.1808963949241296,141,43,345
75,140.0,1.0,1.0,142.0,475.0,0.05,6.0,200.0,2.751700458069636,141,76,345
443,524.0,1.0,1.0,712.0,475.0,0.05,6.0,200.0,2.236398862458392,141,60,345
666,641.0,1.0,1.0,1068.0,475.0,0.007,5.0,400.0,2.259771309548911,66,91,355
854,833.0,1.0,1.0,1410.0,475.0,0.007,5.0,400.0,2.219877756368221,66,87,355
51,65.0,1.0,1.0,142.0,475.0,0.007,5.0,400.0,2.709138671797103,66,52,355
463,449.0,1.0,1.0,712.0,475.0,0.007,5.0,400.0,2.2588159389566136,66,80,355
236,257.0,1.0,1.0,356.0,475.0,0.007,5.0,400.0,2.3138890743219784,66,45,355
91,156.0,1.0,1.0,142.0,475.0,0.07,4.0,200.0,2.7670252693461577,157,92,359
455,540.0,1.0,1.0,712.0,475.0,0.07,4.0,200.0,2.251630720822361,157,72,359
275,348.0,1.0,1.0,356.0,475.0,0.07,4.0,200.0,2.4015909235434,157,84,359
627,732.0,1.0,1.0,1068.0,475.0,0.07,4.0,200.0,2.217856014575516,157,52,359
826,924.0,1.0,1.0,1410.0,475.0,0.07,4.0,200.0,2.192882609743076,157,59,359
870,829.0,1.0,1.0,1410.0,475.0,0.007,4.0,400.0,2.235498114470142,62,103,361
456,445.0,1.0,1.0,712.0,475.0,0.007,4.0,400.0,2.252226173295847,62,73,361
659,637.0,1.0,1.0,1068.0,475.0,0.007,4.0,400.0,2.255910843871769,62,84,361
48,61.0,1.0,1.0,142.0,475.0,0.007,4.0,400.0,2.7076565505251966,62,49,361
243,253.0,1.0,1.0,356.0,475.0,0.007,4.0,400.0,2.3250654270143865,62,52,361
866,837.0,1.0,1.0,1410.0,475.0,0.007,6.0,400.0,2.2299646538453968,70,99,373
469,453.0,1.0,1.0,712.0,475.0,0.007,6.0,400.0,2.2660971439004443,70,86,373
44,69.0,1.0,1.0,142.0,475.0,0.007,6.0,400.0,2.7067009217571303,70,45,373
239,261.0,1.0,1.0,356.0,475.0,0.007,6.0,400.0,2.314915548798636,70,48,373
670,645.0,1.0,1.0,1068.0,475.0,0.007,6.0,400.0,2.2732579130671,70,95,373
460,501.0,1.0,1.0,712.0,475.0,0.03,6.0,400.0,2.256827354456972,118,77,375
450,533.0,1.0,1.0,712.0,475.0,0.07,2.0,400.0,2.245929792489755,150,67,375
278,309.0,1.0,1.0,356.0,475.0,0.03,6.0,400.0,2.406268427570281,118,87,375
641,693.0,1.0,1.0,1068.0,475.0,0.03,6.0,400.0,2.234864200254087,118,66,375
69,149.0,1.0,1.0,142.0,475.0,0.07,2.0,400.0,2.733623286750016,150,70,375
829,885.0,1.0,1.0,1410.0,475.0,0.03,6.0,400.0,2.1945829405722077,118,62,375
288,341.0,1.0,1.0,356.0,475.0,0.07,2.0,400.0,2.43532426098964,150,97,375
82,117.0,1.0,1.0,142.0,475.0,0.03,6.0,400.0,2.7575930843540304,118,83,375
857,917.0,1.0,1.0,1410.0,475.0,0.07,2.0,400.0,2.221474530615543,150,90,375
626,725.0,1.0,1.0,1068.0,475.0,0.07,2.0,400.0,2.217722839157024,150,51,375
468,490.0,1.0,1.0,712.0,475.0,0.03,3.0,600.0,2.265732466575034,107,85,379
828,874.0,1.0,1.0,1410.0,475.0,0.03,3.0,600.0,2.193684744874199,107,61,379
631,682.0,1.0,1.0,1068.0,475.0,0.03,3.0,600.0,2.221149422467744,107,56,379
96,106.0,1.0,1.0,142.0,475.0,0.03,3.0,600.0,2.7926624679523804,107,97,379
271,298.0,1.0,1.0,356.0,475.0,0.03,3.0,600.0,2.390971436255936,107,80,379
90,160.0,1.0,1.0,142.0,475.0,0.07,5.0,200.0,2.766405439464603,161,91,380
89,164.0,1.0,1.0,142.0,475.0,0.07,6.0,200.0,2.7654997288596346,165,90,380
665,740.0,1.0,1.0,1068.0,475.0,0.07,6.0,200.0,2.2588691014199145,165,90,380
782,932.0,1.0,1.0,1410.0,475.0,0.07,6.0,200.0,2.171592167243745,165,15,380
464,544.0,1.0,1.0,712.0,475.0,0.07,5.0,200.0,2.258898224495332,161,81,380
643,736.0,1.0,1.0,1068.0,475.0,0.07,5.0,200.0,2.236308020426649,161,68,380
477,548.0,1.0,1.0,712.0,475.0,0.07,6.0,200.0,2.274360311403523,165,94,380
822,928.0,1.0,1.0,1410.0,475.0,0.07,5.0,200.0,2.187461196677054,161,55,380
276,352.0,1.0,1.0,356.0,475.0,0.07,5.0,200.0,2.4028384632819857,161,85,380
282,356.0,1.0,1.0,356.0,475.0,0.07,6.0,200.0,2.4175943998247,165,91,380
273,321.0,1.0,1.0,356.0,475.0,0.05,3.0,400.0,2.399425142677422,130,82,391
471,513.0,1.0,1.0,712.0,475.0,0.05,3.0,400.0,2.269527014873316,130,88,391
644,705.0,1.0,1.0,1068.0,475.0,0.05,3.0,400.0,2.238257263178669,130,69,391
100,129.0,1.0,1.0,142.0,475.0,0.05,3.0,400.0,2.8074395967198758,130,101,391
818,897.0,1.0,1.0,1410.0,475.0,0.05,3.0,400.0,2.186219014543318,130,51,391
56,57.0,1.0,1.0,142.0,475.0,0.007,3.0,400.0,2.714531201646868,58,57,396
879,825.0,1.0,1.0,1410.0,475.0,0.007,3.0,400.0,2.25414297674667,58,112,396
231,249.0,1.0,1.0,356.0,475.0,0.007,3.0,400.0,2.309182462163505,58,40,396
97,114.0,1.0,1.0,142.0,475.0,0.03,5.0,600.0,2.801784702650248,115,98,396
458,498.0,1.0,1.0,712.0,475.0,0.03,5.0,600.0,2.253975103598432,115,75,396
284,306.0,1.0,1.0,356.0,475.0,0.03,5.0,600.0,2.425419448685036,115,93,396
819,882.0,1.0,1.0,1410.0,475.0,0.03,5.0,600.0,2.187009810714423,115,52,396
462,441.0,1.0,1.0,712.0,475.0,0.007,3.0,400.0,2.2577341091893173,58,79,396
653,690.0,1.0,1.0,1068.0,475.0,0.03,5.0,600.0,2.2510596495046165,115,78,396
683,633.0,1.0,1.0,1068.0,475.0,0.007,3.0,400.0,2.2933654969634483,58,108,396
635,686.0,1.0,1.0,1068.0,475.0,0.03,4.0,600.0,2.2273980997388185,111,60,404
459,494.0,1.0,1.0,712.0,475.0,0.03,4.0,600.0,2.255640603755493,111,76,404
285,302.0,1.0,1.0,356.0,475.0,0.03,4.0,600.0,2.427863755170164,111,94,404
842,878.0,1.0,1.0,1410.0,475.0,0.03,4.0,600.0,2.2063236051621846,111,75,404
98,110.0,1.0,1.0,142.0,475.0,0.03,4.0,600.0,2.802084086177356,111,99,404
847,894.0,1.0,1.0,1410.0,475.0,0.05,2.0,600.0,2.2101991710510145,127,80,408
647,702.0,1.0,1.0,1068.0,475.0,0.05,2.0,600.0,2.242245234278023,127,72,408
287,318.0,1.0,1.0,356.0,475.0,0.05,2.0,600.0,2.433956402111647,127,96,408
81,126.0,1.0,1.0,142.0,475.0,0.05,2.0,600.0,2.7575418376952574,127,82,408
461,510.0,1.0,1.0,712.0,475.0,0.05,2.0,600.0,2.256998552287464,127,78,408
904,798.0,1.0,1.0,1410.0,475.0,0.005,2.0,600.0,2.3091614559599263,31,137,415
700,606.0,1.0,1.0,1068.0,475.0,0.005,2.0,600.0,2.3274397978027594,31,125,415
487,414.0,1.0,1.0,712.0,475.0,0.005,2.0,600.0,2.2931291223815267,31,104,415
4,30.0,1.0,1.0,142.0,475.0,0.005,2.0,600.0,2.647826005174835,31,5,415
235,222.0,1.0,1.0,356.0,475.0,0.005,2.0,600.0,2.3135000702968727,31,44,415
281,368.0,1.0,1.0,356.0,475.0,0.1,3.0,200.0,2.409981348407796,177,90,416
838,944.0,1.0,1.0,1410.0,475.0,0.1,3.0,200.0,2.199665038754388,177,71,416
106,176.0,1.0,1.0,142.0,475.0,0.1,3.0,200.0,2.81858415440487,177,107,416
634,752.0,1.0,1.0,1068.0,475.0,0.1,3.0,200.0,2.223163163815772,177,59,416
472,560.0,1.0,1.0,712.0,475.0,0.1,3.0,200.0,2.269931543521312,177,89,416
457,568.0,1.0,1.0,712.0,475.0,0.1,5.0,200.0,2.253788396467075,185,74,421
824,952.0,1.0,1.0,1410.0,475.0,0.1,5.0,200.0,2.1885431726269315,185,57,421
296,376.0,1.0,1.0,356.0,475.0,0.1,5.0,200.0,2.4495760703136638,185,105,421
657,760.0,1.0,1.0,1068.0,475.0,0.1,5.0,200.0,2.254591874831985,185,82,421
102,184.0,1.0,1.0,142.0,475.0,0.1,5.0,200.0,2.8136449711209406,185,103,421
493,480.0,1.0,1.0,712.0,475.0,0.03,1.0,200.0,2.300536828535201,97,110,437
695,672.0,1.0,1.0,1068.0,475.0,0.03,1.0,200.0,2.3209226103916647,97,120,437
897,864.0,1.0,1.0,1410.0,475.0,0.03,1.0,200.0,2.294365945760616,97,130,437
233,288.0,1.0,1.0,356.0,475.0,0.03,1.0,200.0,2.309952357750964,97,42,437
34,96.0,1.0,1.0,142.0,475.0,0.03,1.0,200.0,2.6988577013865136,97,35,437
495,458.0,1.0,1.0,712.0,475.0,0.01,1.0,600.0,2.303293371565919,75,112,450
37,74.0,1.0,1.0,142.0,475.0,0.01,1.0,600.0,2.700471633455879,75,38,450
237,266.0,1.0,1.0,356.0,475.0,0.01,1.0,600.0,2.3139001932115697,75,46,450
697,650.0,1.0,1.0,1068.0,475.0,0.01,1.0,600.0,2.322771376070426,75,122,450
899,842.0,1.0,1.0,1410.0,475.0,0.01,1.0,600.0,2.2977883984697174,75,132,450
638,683.0,1.0,1.0,1068.0,475.0,0.03,3.0,800.0,2.232415574211493,108,63,451
851,875.0,1.0,1.0,1410.0,475.0,0.03,3.0,800.0,2.2150083195308468,108,84,451
111,107.0,1.0,1.0,142.0,475.0,0.03,3.0,800.0,2.8301509509152694,108,112,451
283,299.0,1.0,1.0,356.0,475.0,0.03,3.0,800.0,2.418163702635777,108,92,451
483,491.0,1.0,1.0,712.0,475.0,0.03,3.0,800.0,2.283367105783056,108,100,451
846,901.0,1.0,1.0,1410.0,475.0,0.05,4.0,400.0,2.209452144316523,134,79,452
110,133.0,1.0,1.0,142.0,475.0,0.05,4.0,400.0,2.8258413115788223,134,111,452
465,517.0,1.0,1.0,712.0,475.0,0.05,4.0,400.0,2.2621764637798574,134,82,452
294,325.0,1.0,1.0,356.0,475.0,0.05,4.0,400.0,2.4472485986070294,134,103,452
652,709.0,1.0,1.0,1068.0,475.0,0.05,4.0,400.0,2.250830197963822,134,77,452
454,521.0,1.0,1.0,712.0,475.0,0.05,5.0,400.0,2.249743412734896,138,71,454
297,329.0,1.0,1.0,356.0,475.0,0.05,5.0,400.0,2.4504864011247376,138,106,454
673,713.0,1.0,1.0,1068.0,475.0,0.05,5.0,400.0,2.2764852510719686,138,98,454
837,905.0,1.0,1.0,1410.0,475.0,0.05,5.0,400.0,2.1992133017650315,138,70,454
108,137.0,1.0,1.0,142.0,475.0,0.05,5.0,400.0,2.8233656259081816,138,109,454
299,372.0,1.0,1.0,356.0,475.0,0.1,4.0,200.0,2.4569662846631832,181,108,465
660,756.0,1.0,1.0,1068.0,475.0,0.1,4.0,200.0,2.257106485741768,181,85,465
850,948.0,1.0,1.0,1410.0,475.0,0.1,4.0,200.0,2.214941774541193,181,83,465
101,180.0,1.0,1.0,142.0,475.0,0.1,4.0,200.0,2.8101208201889425,181,102,465
470,564.0,1.0,1.0,712.0,475.0,0.1,4.0,200.0,2.2692579324469024,181,87,465
292,310.0,1.0,1.0,356.0,475.0,0.03,6.0,600.0,2.4454370492601787,119,101,466
99,118.0,1.0,1.0,142.0,475.0,0.03,6.0,600.0,2.8040548436461403,119,100,466
849,886.0,1.0,1.0,1410.0,475.0,0.03,6.0,600.0,2.2143696816406493,119,82,466
663,694.0,1.0,1.0,1068.0,475.0,0.03,6.0,600.0,2.257537947928649,119,88,466
478,502.0,1.0,1.0,712.0,475.0,0.03,6.0,600.0,2.274411698616311,119,95,466
909,821.0,1.0,1.0,1410.0,475.0,0.007,2.0,400.0,2.3448114524458696,54,142,467
505,437.0,1.0,1.0,712.0,475.0,0.007,2.0,400.0,2.324826207400821,54,122,467
8,53.0,1.0,1.0,142.0,475.0,0.007,2.0,400.0,2.6563950997916157,54,9,467
247,245.0,1.0,1.0,356.0,475.0,0.007,2.0,400.0,2.3281062849097687,54,56,467
713,629.0,1.0,1.0,1068.0,475.0,0.007,2.0,400.0,2.3609990526301514,54,138,467
290,303.0,1.0,1.0,356.0,475.0,0.03,4.0,800.0,2.443857680743639,112,99,472
473,495.0,1.0,1.0,712.0,475.0,0.03,4.0,800.0,2.27291361173744,112,90,472
858,879.0,1.0,1.0,1410.0,475.0,0.03,4.0,800.0,2.224293911337868,112,91,472
651,687.0,1.0,1.0,1068.0,475.0,0.03,4.0,800.0,2.2503615323981787,112,76,472
115,111.0,1.0,1.0,142.0,475.0,0.03,4.0,800.0,2.837698525317434,112,116,472
671,691.0,1.0,1.0,1068.0,475.0,0.03,5.0,800.0,2.276189935114973,116,96,480
479,499.0,1.0,1.0,712.0,475.0,0.03,5.0,800.0,2.275459266306666,116,96,480
836,883.0,1.0,1.0,1410.0,475.0,0.03,5.0,800.0,2.198097541670816,116,69,480
114,115.0,1.0,1.0,142.0,475.0,0.03,5.0,800.0,2.8363745699277194,116,115,480
295,307.0,1.0,1.0,356.0,475.0,0.03,5.0,800.0,2.44867266456422,116,104,480
109,141.0,1.0,1.0,142.0,475.0,0.05,6.0,400.0,2.8255281229736844,142,110,489
843,909.0,1.0,1.0,1410.0,475.0,0.05,6.0,400.0,2.207592801740204,142,76,489
681,717.0,1.0,1.0,1068.0,475.0,0.05,6.0,400.0,2.289936205496633,142,106,489
467,525.0,1.0,1.0,712.0,475.0,0.05,6.0,400.0,2.2653237269420075,142,84,489
304,333.0,1.0,1.0,356.0,475.0,0.05,6.0,400.0,2.467310142100576,142,113,489
103,188.0,1.0,1.0,142.0,475.0,0.1,6.0,200.0,2.813680406653003,189,104,490
845,956.0,1.0,1.0,1410.0,475.0,0.1,6.0,200.0,2.2090425483186684,189,78,490
692,764.0,1.0,1.0,1068.0,475.0,0.1,6.0,200.0,2.3166519369107377,189,117,490
474,572.0,1.0,1.0,712.0,475.0,0.1,6.0,200.0,2.2730012198004803,189,91,490
291,380.0,1.0,1.0,356.0,475.0,0.1,6.0,200.0,2.444927273841552,189,100,490
92,150.0,1.0,1.0,142.0,475.0,0.07,2.0,600.0,2.777039776045947,151,93,491
874,918.0,1.0,1.0,1410.0,475.0,0.07,2.0,600.0,2.243939891266151,151,107,491
475,534.0,1.0,1.0,712.0,475.0,0.07,2.0,600.0,2.273413535849496,151,92,491
311,342.0,1.0,1.0,356.0,475.0,0.07,2.0,600.0,2.4789948100507697,151,120,491
654,726.0,1.0,1.0,1068.0,475.0,0.07,2.0,600.0,2.251772204411706,151,79,491
49,51.0,1.0,1.0,142.0,475.0,0.007,1.0,800.0,2.707890760875743,52,50,496
503,435.0,1.0,1.0,712.0,475.0,0.007,1.0,800.0,2.322913928962516,52,120,496
481,557.0,1.0,1.0,712.0,475.0,0.1,2.0,400.0,2.2805515667354634,174,98,496
93,173.0,1.0,1.0,142.0,475.0,0.1,2.0,400.0,2.7801487372768463,174,94,496
907,819.0,1.0,1.0,1410.0,475.0,0.007,1.0,800.0,2.31921765466694,52,140,496
662,749.0,1.0,1.0,1068.0,475.0,0.1,2.0,400.0,2.257162737589851,174,87,496
708,627.0,1.0,1.0,1068.0,475.0,0.007,1.0,800.0,2.345408061271612,52,133,496
861,941.0,1.0,1.0,1410.0,475.0,0.1,2.0,400.0,2.228249202174054,174,94,496
244,243.0,1.0,1.0,356.0,475.0,0.007,1.0,800.0,2.3253053497097658,52,53,496
314,365.0,1.0,1.0,356.0,475.0,0.1,2.0,400.0,2.484976719028904,174,123,496
867,895.0,1.0,1.0,1410.0,475.0,0.05,2.0,800.0,2.2323559332041105,128,100,498
302,319.0,1.0,1.0,356.0,475.0,0.05,2.0,800.0,2.4631818175888465,128,111,498
94,127.0,1.0,1.0,142.0,475.0,0.05,2.0,800.0,2.7825899465938018,128,95,498
668,703.0,1.0,1.0,1068.0,475.0,0.05,2.0,800.0,2.2659162007238147,128,93,498
482,511.0,1.0,1.0,712.0,475.0,0.05,2.0,800.0,2.280825977461357,128,99,498
856,898.0,1.0,1.0,1410.0,475.0,0.05,3.0,600.0,2.221035529488417,131,89,499
485,514.0,1.0,1.0,712.0,475.0,0.05,3.0,600.0,2.2916836149956485,131,102,499
119,130.0,1.0,1.0,142.0,475.0,0.05,3.0,600.0,2.8549580285306337,131,120,499
293,322.0,1.0,1.0,356.0,475.0,0.05,3.0,600.0,2.446449387346514,131,102,499
661,706.0,1.0,1.0,1068.0,475.0,0.05,3.0,600.0,2.257158339785372,131,86,499
871,921.0,1.0,1.0,1410.0,475.0,0.07,3.0,400.0,2.2417558194134357,154,104,519
664,729.0,1.0,1.0,1068.0,475.0,0.07,3.0,400.0,2.2579090586146204,154,89,519
116,153.0,1.0,1.0,142.0,475.0,0.07,3.0,400.0,2.8386455273664244,154,117,519
494,537.0,1.0,1.0,712.0,475.0,0.07,3.0,400.0,2.301875881391789,154,111,519
289,345.0,1.0,1.0,356.0,475.0,0.07,3.0,400.0,2.4430025620304465,154,98,519
674,695.0,1.0,1.0,1068.0,475.0,0.03,6.0,800.0,2.277289795817429,120,99,526
864,925.0,1.0,1.0,1410.0,475.0,0.07,4.0,400.0,2.229216319459409,158,97,526
865,887.0,1.0,1.0,1410.0,475.0,0.03,6.0,800.0,2.229808493633867,120,98,526
113,119.0,1.0,1.0,142.0,475.0,0.03,6.0,800.0,2.8359827712184167,120,114,526
484,503.0,1.0,1.0,712.0,475.0,0.03,6.0,800.0,2.288411469075125,120,101,526
480,541.0,1.0,1.0,712.0,475.0,0.07,4.0,400.0,2.277355106772433,158,97,526
127,157.0,1.0,1.0,142.0,475.0,0.07,4.0,400.0,2.8610956778915164,158,128,526
305,311.0,1.0,1.0,356.0,475.0,0.03,6.0,800.0,2.468483613453932,120,114,526
298,349.0,1.0,1.0,356.0,475.0,0.07,4.0,400.0,2.4506376617197896,158,107,526
672,733.0,1.0,1.0,1068.0,475.0,0.07,4.0,400.0,2.276202670835312,158,97,526
677,741.0,1.0,1.0,1068.0,475.0,0.07,6.0,400.0,2.2859556457381784,166,102,532
306,357.0,1.0,1.0,356.0,475.0,0.07,6.0,400.0,2.471370384179863,166,115,532
841,933.0,1.0,1.0,1410.0,475.0,0.07,6.0,400.0,2.204989219952864,166,74,532
125,165.0,1.0,1.0,142.0,475.0,0.07,6.0,400.0,2.8599911196222134,166,126,532
498,549.0,1.0,1.0,712.0,475.0,0.07,6.0,400.0,2.3136166704829835,166,115,532
507,403.0,1.0,1.0,712.0,475.0,0.003,5.0,800.0,2.325961431716192,20,124,539
264,211.0,1.0,1.0,356.0,475.0,0.003,5.0,800.0,2.369922226025563,20,73,539
898,787.0,1.0,1.0,1410.0,475.0,0.003,5.0,800.0,2.294540921416431,20,131,539
80,19.0,1.0,1.0,142.0,475.0,0.003,5.0,800.0,2.757524439527458,20,81,539
705,595.0,1.0,1.0,1068.0,475.0,0.003,5.0,800.0,2.3368557184315253,20,130,539
130,138.0,1.0,1.0,142.0,475.0,0.05,5.0,600.0,2.875718082251609,139,131,542
476,522.0,1.0,1.0,712.0,475.0,0.05,5.0,600.0,2.273903599509138,139,93,542
853,906.0,1.0,1.0,1410.0,475.0,0.05,5.0,600.0,2.2178118748660123,139,86,542
312,330.0,1.0,1.0,356.0,475.0,0.05,5.0,600.0,2.481752884482177,139,121,542
686,714.0,1.0,1.0,1068.0,475.0,0.05,5.0,600.0,2.29586261612062,139,111,542
267,207.0,1.0,1.0,356.0,475.0,0.003,4.0,800.0,2.377224424700686,16,76,544
501,399.0,1.0,1.0,712.0,475.0,0.003,4.0,800.0,2.318987008289837,16,118,544
124,161.0,1.0,1.0,142.0,475.0,0.07,5.0,400.0,2.859892996835194,162,125,544
492,545.0,1.0,1.0,712.0,475.0,0.07,5.0,400.0,2.300212667080633,162,109,544
83,15.0,1.0,1.0,142.0,475.0,0.003,4.0,800.0,2.757596125462034,16,84,544
859,929.0,1.0,1.0,1410.0,475.0,0.07,5.0,400.0,2.226673801808449,162,92,544
684,737.0,1.0,1.0,1068.0,475.0,0.07,5.0,400.0,2.293464431585768,162,109,544
702,591.0,1.0,1.0,1068.0,475.0,0.003,4.0,800.0,2.3290505313300174,16,127,544
300,353.0,1.0,1.0,356.0,475.0,0.07,5.0,400.0,2.457148239637159,162,109,544
906,783.0,1.0,1.0,1410.0,475.0,0.003,4.0,800.0,2.3156034627515014,16,139,544
77,23.0,1.0,1.0,142.0,475.0,0.003,6.0,800.0,2.7560130141239934,24,78,548
901,791.0,1.0,1.0,1410.0,475.0,0.003,6.0,800.0,2.3017872351444844,24,134,548
263,215.0,1.0,1.0,356.0,475.0,0.003,6.0,800.0,2.3697063808101597,24,72,548
712,599.0,1.0,1.0,1068.0,475.0,0.003,6.0,800.0,2.349077361179017,24,137,548
510,407.0,1.0,1.0,712.0,475.0,0.003,6.0,800.0,2.329203228103854,24,127,548
869,902.0,1.0,1.0,1410.0,475.0,0.05,4.0,600.0,2.233937115088291,135,102,562
