,Unnamed: 0,id,train_seed,test_seed,train_size,test_size,v,target_tree_size,source_tree_size,epochs,decay_factor,alpha_0,test_rmse,setting_id,rank,total_rank
1604,388,388.0,1.0,1.0,635.0,424.0,0.03,2.0,3.0,600.0,0.995,1.0,3.689299028550935,549,5,426
2489,548,548.0,1.0,1.0,953.0,424.0,0.03,2.0,3.0,600.0,0.995,1.0,3.689735910184465,549,90,426
1608,477,477.0,1.0,1.0,635.0,424.0,0.007,4.0,4.0,600.0,0.993,1.0,3.693176221463804,318,9,430
2610,637,637.0,1.0,1.0,953.0,424.0,0.007,4.0,4.0,600.0,0.993,1.0,3.7217435880977465,318,211,430
946,317,317.0,1.0,1.0,317.0,424.0,0.007,4.0,4.0,600.0,0.993,1.0,3.875370089904864,318,147,430
62,157,157.0,1.0,1.0,127.0,424.0,0.007,4.0,4.0,600.0,0.993,1.0,4.070509698268235,318,63,430
2628,631,631.0,1.0,1.0,953.0,424.0,0.01,4.0,4.0,400.0,0.99,1.0,3.724601576508338,472,229,434
938,311,311.0,1.0,1.0,317.0,424.0,0.01,4.0,4.0,400.0,0.99,1.0,3.872911126303967,472,139,434
50,151,151.0,1.0,1.0,127.0,424.0,0.01,4.0,4.0,400.0,0.99,1.0,4.058994374146115,472,51,434
1614,471,471.0,1.0,1.0,635.0,424.0,0.01,4.0,4.0,400.0,0.99,1.0,3.699106776487041,472,15,434
818,171,171.0,1.0,1.0,317.0,424.0,0.07,1.0,2.0,400.0,0.99,1.0,3.814030386081829,652,19,436
2528,621,621.0,1.0,1.0,953.0,424.0,0.03,4.0,3.0,400.0,0.99,1.0,3.701026690953832,622,129,436
190,11,11.0,1.0,1.0,127.0,424.0,0.07,1.0,2.0,400.0,0.99,1.0,4.139928259406784,652,191,436
1659,331,331.0,1.0,1.0,635.0,424.0,0.07,1.0,2.0,400.0,0.99,1.0,3.723016489868696,652,60,436
1662,461,461.0,1.0,1.0,635.0,424.0,0.03,4.0,3.0,400.0,0.99,1.0,3.72314765726266,622,63,436
828,301,301.0,1.0,1.0,317.0,424.0,0.03,4.0,3.0,400.0,0.99,1.0,3.822750071335404,622,29,436
214,141,141.0,1.0,1.0,127.0,424.0,0.03,4.0,3.0,400.0,0.99,1.0,4.156806751030679,622,215,436
2565,491,491.0,1.0,1.0,953.0,424.0,0.07,1.0,2.0,400.0,0.99,1.0,3.7080166285688874,652,166,436
1632,345,345.0,1.0,1.0,635.0,424.0,0.07,1.0,3.0,600.0,0.97,1.0,3.7112131686909935,666,33,440
218,22,22.0,1.0,1.0,127.0,424.0,0.07,1.0,3.0,400.0,0.993,1.0,4.1604568236472375,663,219,440
