,id,train_seed,test_seed,train_size,test_size,v,tree_size,epochs,test_rmse,setting_id,rank,total_rank
92,83.0,1.0,1.0,127.0,424.0,0.01,3.0,800.0,4.467454181678965,84,93,256
617,708.0,1.0,1.0,953.0,424.0,0.05,4.0,200.0,3.738178311325582,133,42,256
254,324.0,1.0,1.0,317.0,424.0,0.05,4.0,200.0,3.9296708377339433,133,63,256
241,275.0,1.0,1.0,317.0,424.0,0.01,3.0,800.0,3.918505916194547,84,50,256
635,659.0,1.0,1.0,953.0,424.0,0.01,3.0,800.0,3.749739055316208,84,60,256
265,305.0,1.0,1.0,317.0,424.0,0.03,5.0,400.0,3.942080147414858,114,74,258
113,113.0,1.0,1.0,127.0,424.0,0.03,5.0,400.0,4.563982796539825,114,114,258
430,497.0,1.0,1.0,635.0,424.0,0.03,5.0,400.0,3.789154848550937,114,47,258
598,689.0,1.0,1.0,953.0,424.0,0.03,5.0,400.0,3.731526335874658,114,23,258
125,172.0,1.0,1.0,127.0,424.0,0.1,2.0,200.0,4.684141655401606,173,126,265
415,556.0,1.0,1.0,635.0,424.0,0.1,2.0,200.0,3.7780134269846113,173,32,265
236,364.0,1.0,1.0,317.0,424.0,0.1,2.0,200.0,3.916673746000325,173,45,265
637,748.0,1.0,1.0,953.0,424.0,0.1,2.0,200.0,3.751749790982089,173,62,265
114,105.0,1.0,1.0,127.0,424.0,0.03,3.0,400.0,4.56508905342704,106,115,267
260,320.0,1.0,1.0,317.0,424.0,0.05,3.0,200.0,3.936365857837455,129,69,267
465,512.0,1.0,1.0,635.0,424.0,0.05,3.0,200.0,3.8148203565798826,129,82,267
455,489.0,1.0,1.0,635.0,424.0,0.03,3.0,400.0,3.808031257378625,106,72,267
659,675.0,1.0,1.0,953.0,424.0,0.03,1.0,800.0,3.771161769200358,100,84,267
244,297.0,1.0,1.0,317.0,424.0,0.03,3.0,400.0,3.920143864663769,106,53,267
217,291.0,1.0,1.0,317.0,424.0,0.03,1.0,800.0,3.9095988051755626,100,26,267
602,681.0,1.0,1.0,953.0,424.0,0.03,3.0,400.0,3.732475990341048,106,27,267
103,128.0,1.0,1.0,127.0,424.0,0.05,3.0,200.0,4.517428322684101,129,104,267
95,99.0,1.0,1.0,127.0,424.0,0.03,1.0,800.0,4.47886490287949,100,96,267
587,704.0,1.0,1.0,953.0,424.0,0.05,3.0,200.0,3.724576796211821,129,12,267
444,483.0,1.0,1.0,635.0,424.0,0.03,1.0,800.0,3.799212903894506,100,61,267
245,294.0,1.0,1.0,317.0,424.0,0.03,2.0,600.0,3.920656989851144,103,54,268
622,678.0,1.0,1.0,953.0,424.0,0.03,2.0,600.0,3.740782610947434,103,47,268
432,486.0,1.0,1.0,635.0,424.0,0.03,2.0,600.0,3.7937228441597903,103,49,268
117,102.0,1.0,1.0,127.0,424.0,0.03,2.0,600.0,4.625155988569742,103,118,268
590,752.0,1.0,1.0,953.0,424.0,0.1,3.0,200.0,3.726290715488838,177,15,281
140,176.0,1.0,1.0,127.0,424.0,0.1,3.0,200.0,4.756927838486152,177,141,281
453,560.0,1.0,1.0,635.0,424.0,0.1,3.0,200.0,3.806901722118996,177,70,281
246,368.0,1.0,1.0,317.0,424.0,0.1,3.0,200.0,3.921364816137072,177,55,281
429,548.0,1.0,1.0,635.0,424.0,0.07,6.0,200.0,3.788813346799584,165,46,284
286,356.0,1.0,1.0,317.0,424.0,0.07,6.0,200.0,3.9616198709311514,165,95,284
121,164.0,1.0,1.0,127.0,424.0,0.07,6.0,200.0,4.641880742956005,165,122,284
596,740.0,1.0,1.0,953.0,424.0,0.07,6.0,200.0,3.72977038543471,165,21,284
447,490.0,1.0,1.0,635.0,424.0,0.03,3.0,600.0,3.800614579411111,107,64,286
462,476.0,1.0,1.0,635.0,424.0,0.01,6.0,200.0,3.811716583669003,93,79,286
3,92.0,1.0,1.0,127.0,424.0,0.01,6.0,200.0,4.267498840440212,93,4,286
597,682.0,1.0,1.0,953.0,424.0,0.03,3.0,600.0,3.73106350438742,107,22,286
694,668.0,1.0,1.0,953.0,424.0,0.01,6.0,200.0,3.8284541177955513,93,119,286
129,106.0,1.0,1.0,127.0,424.0,0.03,3.0,600.0,4.721662142430121,107,130,286
275,284.0,1.0,1.0,317.0,424.0,0.01,6.0,200.0,3.9468147856481015,93,84,286
261,298.0,1.0,1.0,317.0,424.0,0.03,3.0,600.0,3.9395246733904656,107,70,286
448,552.0,1.0,1.0,635.0,424.0,0.1,1.0,200.0,3.801787235504923,169,65,287
229,360.0,1.0,1.0,317.0,424.0,0.1,1.0,200.0,3.91400410326267,169,38,287
669,744.0,1.0,1.0,953.0,424.0,0.1,1.0,200.0,3.784230098264007,169,94,287
89,168.0,1.0,1.0,127.0,424.0,0.1,1.0,200.0,4.459833572827049,169,90,287
464,532.0,1.0,1.0,635.0,424.0,0.07,2.0,200.0,3.813978994783493,149,81,289
107,148.0,1.0,1.0,127.0,424.0,0.07,2.0,200.0,4.531352747182143,149,108,289
248,340.0,1.0,1.0,317.0,424.0,0.07,2.0,200.0,3.92308237528774,149,57,289
618,724.0,1.0,1.0,953.0,424.0,0.07,2.0,200.0,3.738556811358432,149,43,289
696,621.0,1.0,1.0,953.0,424.0,0.005,6.0,400.0,3.828991075886731,46,121,293
6,45.0,1.0,1.0,127.0,424.0,0.005,6.0,400.0,4.268139699788941,46,7,293
271,237.0,1.0,1.0,317.0,424.0,0.005,6.0,400.0,3.944663838937848,46,80,293
468,429.0,1.0,1.0,635.0,424.0,0.005,6.0,400.0,3.817735711957032,46,85,293
270,344.0,1.0,1.0,317.0,424.0,0.07,3.0,200.0,3.9444925164295888,153,79,294
608,728.0,1.0,1.0,953.0,424.0,0.07,3.0,200.0,3.735415883795543,153,33,294
442,536.0,1.0,1.0,635.0,424.0,0.07,3.0,200.0,3.798113783695616,153,59,294
122,152.0,1.0,1.0,127.0,424.0,0.07,3.0,200.0,4.645499013656241,153,123,294
435,494.0,1.0,1.0,635.0,424.0,0.03,4.0,600.0,3.796095470319645,111,52,296
282,302.0,1.0,1.0,317.0,424.0,0.03,4.0,600.0,3.953233510954499,111,91,296
128,110.0,1.0,1.0,127.0,424.0,0.03,4.0,600.0,4.718376949958902,111,129,296
599,686.0,1.0,1.0,953.0,424.0,0.03,4.0,600.0,3.731941354744349,111,24,296
701,664.0,1.0,1.0,953.0,424.0,0.01,5.0,200.0,3.839042280268212,89,126,299
4,88.0,1.0,1.0,127.0,424.0,0.01,5.0,200.0,4.267566802301557,89,5,299
479,472.0,1.0,1.0,635.0,424.0,0.01,5.0,200.0,3.8254898337283554,89,96,299
263,280.0,1.0,1.0,317.0,424.0,0.01,5.0,200.0,3.940843747130904,89,72,299
702,617.0,1.0,1.0,953.0,424.0,0.005,5.0,400.0,3.8432589662210743,42,127,301
5,41.0,1.0,1.0,127.0,424.0,0.005,5.0,400.0,4.267949113572968,42,6,301
478,425.0,1.0,1.0,635.0,424.0,0.005,5.0,400.0,3.825458182690977,42,95,301
264,233.0,1.0,1.0,317.0,424.0,0.005,5.0,400.0,3.94193642383161,42,73,301
648,677.0,1.0,1.0,953.0,424.0,0.03,2.0,400.0,3.7601773690581592,102,73,305
97,101.0,1.0,1.0,127.0,424.0,0.03,2.0,400.0,4.489269282259779,102,98,305
238,293.0,1.0,1.0,317.0,424.0,0.03,2.0,400.0,3.918064517758812,102,47,305
470,485.0,1.0,1.0,635.0,424.0,0.03,2.0,400.0,3.820526422218856,102,87,305
674,697.0,1.0,1.0,953.0,424.0,0.05,1.0,400.0,3.7871844234678376,122,99,310
