,id,train_seed,test_seed,train_size,test_size,v,tree_size,epochs,test_rmse,setting_id,rank,total_rank
425,478.0,1.0,1.0,635.0,424.0,0.01,6.0,600.0,1.2968215636671545,95,42,240
597,670.0,1.0,1.0,953.0,424.0,0.01,6.0,600.0,1.2552774805109268,95,22,240
66,94.0,1.0,1.0,127.0,424.0,0.01,6.0,600.0,1.845138420862476,95,67,240
250,286.0,1.0,1.0,317.0,424.0,0.01,6.0,600.0,1.379242440093857,95,59,240
44,35.0,1.0,1.0,127.0,424.0,0.005,3.0,800.0,1.8080882992443112,36,45,243
856,803.0,1.0,1.0,1258.0,424.0,0.005,3.0,800.0,1.247769342509023,36,89,243
412,419.0,1.0,1.0,635.0,424.0,0.005,3.0,800.0,1.2928890300101856,36,29,243
641,611.0,1.0,1.0,953.0,424.0,0.005,3.0,800.0,1.2661961345422732,36,66,243
205,227.0,1.0,1.0,317.0,424.0,0.005,3.0,800.0,1.3554519687712363,36,14,243
835,892.0,1.0,1.0,1258.0,424.0,0.05,2.0,200.0,1.237815343510673,125,68,245
71,124.0,1.0,1.0,127.0,424.0,0.05,2.0,200.0,1.8480597157874004,125,72,245
453,508.0,1.0,1.0,635.0,424.0,0.05,2.0,200.0,1.3039199393030731,125,70,245
213,316.0,1.0,1.0,317.0,424.0,0.05,2.0,200.0,1.3594489818539035,125,22,245
588,700.0,1.0,1.0,953.0,424.0,0.05,2.0,200.0,1.2528575424724548,125,13,245
827,884.0,1.0,1.0,1258.0,424.0,0.03,6.0,200.0,1.2359985941860243,117,60,246
247,308.0,1.0,1.0,317.0,424.0,0.03,6.0,200.0,1.3784509001071867,117,56,246
430,500.0,1.0,1.0,635.0,424.0,0.03,6.0,200.0,1.298253385077353,117,47,246
596,692.0,1.0,1.0,953.0,424.0,0.03,6.0,200.0,1.254713586228698,117,21,246
61,116.0,1.0,1.0,127.0,424.0,0.03,6.0,200.0,1.8440062682305665,117,62,246
443,516.0,1.0,1.0,635.0,424.0,0.05,4.0,200.0,1.3018195964751451,133,60,247
263,324.0,1.0,1.0,317.0,424.0,0.05,4.0,200.0,1.3899679737419297,133,72,247
584,722.0,1.0,1.0,953.0,424.0,0.07,1.0,600.0,1.2502868475368756,147,9,247
583,723.0,1.0,1.0,953.0,424.0,0.07,1.0,800.0,1.2495889208183453,148,8,247
807,914.0,1.0,1.0,1258.0,424.0,0.07,1.0,600.0,1.2310726355576294,147,40,247
772,900.0,1.0,1.0,1258.0,424.0,0.05,4.0,200.0,1.2157131521839295,133,5,247
594,708.0,1.0,1.0,953.0,424.0,0.05,4.0,200.0,1.2545217323052198,133,19,247
399,531.0,1.0,1.0,635.0,424.0,0.07,1.0,800.0,1.2898047402896369,148,16,247
90,132.0,1.0,1.0,127.0,424.0,0.05,4.0,200.0,1.885947934166317,133,91,247
405,530.0,1.0,1.0,635.0,424.0,0.07,1.0,600.0,1.292328542026919,147,22,247
124,147.0,1.0,1.0,127.0,424.0,0.07,1.0,800.0,1.965796964712943,148,125,247
109,146.0,1.0,1.0,127.0,424.0,0.07,1.0,600.0,1.9392381441220576,147,110,247
262,339.0,1.0,1.0,317.0,424.0,0.07,1.0,800.0,1.3888537561389511,148,71,247
257,338.0,1.0,1.0,317.0,424.0,0.07,1.0,600.0,1.3838407050175776,147,66,247
794,915.0,1.0,1.0,1258.0,424.0,0.07,1.0,800.0,1.2284061367490435,148,27,247
194,270.0,1.0,1.0,317.0,424.0,0.01,2.0,600.0,1.3486182330822194,79,3,248
