,Unnamed: 0,id,train_seed,test_seed,train_size,test_size,v,target_tree_size,source_tree_size,epochs,decay_factor,alpha_0,test_rmse,setting_id,rank,total_rank
232,58,58.0,1.0,1.0,127.0,424.0,0.03,2.0,2.0,600.0,0.995,1.0,1.5118675898672391,539,233,519
1656,378,378.0,1.0,1.0,635.0,424.0,0.03,2.0,2.0,600.0,0.995,1.0,1.2743149595901395,539,57,519
2459,572,572.0,1.0,1.0,953.0,424.0,0.03,3.0,2.0,400.0,0.993,1.0,1.2243236032223952,573,60,521
3237,732,732.0,1.0,1.0,1258.0,424.0,0.03,3.0,2.0,400.0,0.993,1.0,1.2063027182208146,573,38,521
311,92,92.0,1.0,1.0,127.0,424.0,0.03,3.0,2.0,400.0,0.993,1.0,1.5508035509560012,573,312,521
887,252,252.0,1.0,1.0,317.0,424.0,0.03,3.0,2.0,400.0,0.993,1.0,1.3275250082354488,573,88,521
1622,412,412.0,1.0,1.0,635.0,424.0,0.03,3.0,2.0,400.0,0.993,1.0,1.2686677874982213,573,23,521
850,277,277.0,1.0,1.0,317.0,424.0,0.01,3.0,4.0,600.0,0.993,1.0,1.3141774567377242,438,51,526
128,117,117.0,1.0,1.0,127.0,424.0,0.01,3.0,4.0,600.0,0.993,1.0,1.4632420586272987,438,129,526
1677,437,437.0,1.0,1.0,635.0,424.0,0.01,3.0,4.0,600.0,0.993,1.0,1.2773547690584175,438,78,526
3375,757,757.0,1.0,1.0,1258.0,424.0,0.01,3.0,4.0,600.0,0.993,1.0,1.220099901902561,438,176,526
2491,597,597.0,1.0,1.0,953.0,424.0,0.01,3.0,4.0,600.0,0.993,1.0,1.228587374841322,438,92,526
113,151,151.0,1.0,1.0,127.0,424.0,0.03,4.0,4.0,400.0,0.99,1.0,1.457478956568082,632,114,527
2494,631,631.0,1.0,1.0,953.0,424.0,0.03,4.0,4.0,400.0,0.99,1.0,1.2287554021657925,632,95,527
3224,791,791.0,1.0,1.0,1258.0,424.0,0.03,4.0,4.0,400.0,0.99,1.0,1.2040653185879095,632,25,527
960,311,311.0,1.0,1.0,317.0,424.0,0.03,4.0,4.0,400.0,0.99,1.0,1.3461144598962649,632,161,527
1731,471,471.0,1.0,1.0,635.0,424.0,0.03,4.0,4.0,400.0,0.99,1.0,1.2885106740759926,632,132,527
176,139,139.0,1.0,1.0,127.0,424.0,0.03,4.0,2.0,600.0,0.997,1.0,1.486538543070408,620,177,533
1700,459,459.0,1.0,1.0,635.0,424.0,0.03,4.0,2.0,600.0,0.997,1.0,1.282521655946339,620,101,533
3244,759,759.0,1.0,1.0,1258.0,424.0,0.03,3.0,4.0,600.0,0.997,1.0,1.2070162102068014,600,45,533
3225,779,779.0,1.0,1.0,1258.0,424.0,0.03,4.0,2.0,600.0,0.997,1.0,1.2042736663656517,620,26,533
932,299,299.0,1.0,1.0,317.0,424.0,0.03,4.0,2.0,600.0,0.997,1.0,1.337492015261599,620,133,533
1870,439,439.0,1.0,1.0,635.0,424.0,0.03,3.0,4.0,600.0,0.997,1.0,1.321345919658377,600,271,533
921,279,279.0,1.0,1.0,317.0,424.0,0.03,3.0,4.0,600.0,0.997,1.0,1.3351556946022736,600,122,533
2413,599,599.0,1.0,1.0,953.0,424.0,0.03,3.0,4.0,600.0,0.997,1.0,1.213098743490147,600,14,533
80,119,119.0,1.0,1.0,127.0,424.0,0.03,3.0,4.0,600.0,0.997,1.0,1.4453218412937234,600,81,533
