,id,train_seed,test_seed,train_size,test_size,v,tree_size,epochs,test_rmse,setting_id,rank,total_rank
410,506.0,1.0,1.0,635.0,424.0,0.05,1.0,600.0,31.595967731971875,123,27,209
221,314.0,1.0,1.0,317.0,424.0,0.05,1.0,600.0,33.92426524658876,123,30,209
621,698.0,1.0,1.0,953.0,424.0,0.05,1.0,600.0,30.42829622640557,123,46,209
256,275.0,1.0,1.0,317.0,424.0,0.01,3.0,800.0,34.496543329179374,84,65,213
821,851.0,1.0,1.0,1258.0,424.0,0.01,3.0,800.0,30.416023220027828,84,54,213
587,659.0,1.0,1.0,953.0,424.0,0.01,3.0,800.0,30.080727253456857,84,12,213
414,467.0,1.0,1.0,635.0,424.0,0.01,3.0,800.0,31.67775458783249,84,31,213
50,83.0,1.0,1.0,127.0,424.0,0.01,3.0,800.0,41.015421481536976,84,51,213
219,239.0,1.0,1.0,317.0,424.0,0.005,6.0,800.0,33.920643200955226,48,28,214
634,623.0,1.0,1.0,953.0,424.0,0.005,6.0,800.0,30.522802647663596,48,59,214
829,815.0,1.0,1.0,1258.0,424.0,0.005,6.0,800.0,30.487058767587992,48,62,214
2,47.0,1.0,1.0,127.0,424.0,0.005,6.0,800.0,40.145781065989866,48,3,214
445,431.0,1.0,1.0,635.0,424.0,0.005,6.0,800.0,32.10365437408997,48,62,214
192,269.0,1.0,1.0,317.0,424.0,0.01,2.0,400.0,33.44841594128427,78,1,218
36,77.0,1.0,1.0,127.0,424.0,0.01,2.0,400.0,40.6411022898357,78,37,218
393,461.0,1.0,1.0,635.0,424.0,0.01,2.0,400.0,31.30955512735148,78,10,218
849,845.0,1.0,1.0,1258.0,424.0,0.01,2.0,400.0,30.75153466609932,78,82,218
663,653.0,1.0,1.0,953.0,424.0,0.01,2.0,400.0,30.82454980848191,78,88,218
662,607.0,1.0,1.0,953.0,424.0,0.005,2.0,800.0,30.82307563387561,32,87,219
850,799.0,1.0,1.0,1258.0,424.0,0.005,2.0,800.0,30.752760316825203,32,83,219
394,415.0,1.0,1.0,635.0,424.0,0.005,2.0,800.0,31.31467594678119,32,11,219
193,223.0,1.0,1.0,317.0,424.0,0.005,2.0,800.0,33.458434731801624,32,2,219
35,31.0,1.0,1.0,127.0,424.0,0.005,2.0,800.0,40.58852273883135,32,36,219
828,861.0,1.0,1.0,1258.0,424.0,0.01,6.0,400.0,30.48418505769813,94,61,220
446,477.0,1.0,1.0,635.0,424.0,0.01,6.0,400.0,32.11051472193854,94,63,220
8,93.0,1.0,1.0,127.0,424.0,0.01,6.0,400.0,40.17282626728522,94,9,220
638,669.0,1.0,1.0,953.0,424.0,0.01,6.0,400.0,30.55898388836746,94,63,220
215,285.0,1.0,1.0,317.0,424.0,0.01,6.0,400.0,33.89965993732542,94,24,220
408,508.0,1.0,1.0,635.0,424.0,0.05,2.0,200.0,31.54707615672748,125,25,229
216,316.0,1.0,1.0,317.0,424.0,0.05,2.0,200.0,33.906311516343614,125,25,229
801,892.0,1.0,1.0,1258.0,424.0,0.05,2.0,200.0,30.232354898178613,125,34,229
622,700.0,1.0,1.0,953.0,424.0,0.05,2.0,200.0,30.43885457025634,125,47,229
97,124.0,1.0,1.0,127.0,424.0,0.05,2.0,200.0,41.96230115924974,125,98,229
458,475.0,1.0,1.0,635.0,424.0,0.01,5.0,800.0,32.47721594076631,92,75,230
47,91.0,1.0,1.0,127.0,424.0,0.01,5.0,800.0,40.978043444910455,92,48,230
783,859.0,1.0,1.0,1258.0,424.0,0.01,5.0,800.0,30.117739284151565,92,16,230
264,283.0,1.0,1.0,317.0,424.0,0.01,5.0,800.0,34.70727511161639,92,73,230
593,667.0,1.0,1.0,953.0,424.0,0.01,5.0,800.0,30.189721890932223,92,18,230
100,148.0,1.0,1.0,127.0,424.0,0.07,2.0,200.0,42.080064059538245,149,101,233
795,916.0,1.0,1.0,1258.0,424.0,0.07,2.0,200.0,30.206354889246327,149,28,233
406,532.0,1.0,1.0,635.0,424.0,0.07,2.0,200.0,31.424013660053102,149,23,233
232,340.0,1.0,1.0,317.0,424.0,0.07,2.0,200.0,33.99178469179565,149,41,233
615,724.0,1.0,1.0,953.0,424.0,0.07,2.0,200.0,30.386769638360555,149,40,233
456,479.0,1.0,1.0,635.0,424.0,0.01,6.0,800.0,32.43339310884428,96,73,234
781,863.0,1.0,1.0,1258.0,424.0,0.01,6.0,800.0,30.114152040284864,96,14,234
49,95.0,1.0,1.0,127.0,424.0,0.01,6.0,800.0,41.00119422894924,96,50,234
269,287.0,1.0,1.0,317.0,424.0,0.01,6.0,800.0,34.85003176852231,96,78,234
594,671.0,1.0,1.0,953.0,424.0,0.01,6.0,800.0,30.197542094444167,96,19,234
834,912.0,1.0,1.0,1258.0,424.0,0.07,1.0,200.0,30.566514926958583,145,67,240
646,720.0,1.0,1.0,953.0,424.0,0.07,1.0,200.0,30.6257475300766,145,71,240
93,144.0,1.0,1.0,127.0,424.0,0.07,1.0,200.0,41.867985793575045,145,94,240
384,528.0,1.0,1.0,635.0,424.0,0.07,1.0,200.0,31.07773337742216,145,1,240
198,336.0,1.0,1.0,317.0,424.0,0.07,1.0,200.0,33.53923208743812,145,7,240
846,806.0,1.0,1.0,1258.0,424.0,0.005,4.0,600.0,30.72240907682525,39,79,242
641,614.0,1.0,1.0,953.0,424.0,0.005,4.0,600.0,30.592332999494424,39,66,242
427,422.0,1.0,1.0,635.0,424.0,0.005,4.0,600.0,31.92838607643756,39,44,242
230,230.0,1.0,1.0,317.0,424.0,0.005,4.0,600.0,33.98691790189644,39,39,242
13,38.0,1.0,1.0,127.0,424.0,0.005,4.0,600.0,40.28797266160756,39,14,242
584,708.0,1.0,1.0,953.0,424.0,0.05,4.0,200.0,30.060853537348944,133,9,243
786,900.0,1.0,1.0,1258.0,424.0,0.05,4.0,200.0,30.149353431637195,133,19,243
271,324.0,1.0,1.0,317.0,424.0,0.05,4.0,200.0,35.005196660899614,133,80,243
464,516.0,1.0,1.0,635.0,424.0,0.05,4.0,200.0,32.66121469665402,133,81,243
53,132.0,1.0,1.0,127.0,424.0,0.05,4.0,200.0,41.07552402785338,133,54,243
416,507.0,1.0,1.0,635.0,424.0,0.05,1.0,800.0,31.69504528432197,124,33,244
233,315.0,1.0,1.0,317.0,424.0,0.05,1.0,800.0,34.024413113858934,124,42,244
790,891.0,1.0,1.0,1258.0,424.0,0.05,1.0,800.0,30.18407419527809,124,23,244
92,123.0,1.0,1.0,127.0,424.0,0.05,1.0,800.0,41.86642870774788,124,93,244
628,699.0,1.0,1.0,953.0,424.0,0.05,1.0,800.0,30.489848607659,124,53,244
836,888.0,1.0,1.0,1258.0,424.0,0.05,1.0,200.0,30.588032958053397,121,69,248
200,312.0,1.0,1.0,317.0,424.0,0.05,1.0,200.0,33.58699440193061,121,9,248
647,696.0,1.0,1.0,953.0,424.0,0.05,1.0,200.0,30.63640942082805,121,72,248
81,120.0,1.0,1.0,127.0,424.0,0.05,1.0,200.0,41.572354553724864,121,82,248
