,id,train_seed,test_seed,train_size,test_size,v,tree_size,epochs,test_rmse
0,0.0,0.0,50.0,127.0,424.0,0.005,5.0,400.0,4.302636505503497
1,1.0,1.0,51.0,127.0,424.0,0.005,5.0,400.0,4.240093291117764
2,2.0,2.0,52.0,127.0,424.0,0.005,5.0,400.0,4.112201686031151
3,3.0,3.0,53.0,127.0,424.0,0.005,5.0,400.0,4.181814742655445
4,4.0,4.0,54.0,127.0,424.0,0.005,5.0,400.0,4.124498920461706
5,5.0,5.0,55.0,127.0,424.0,0.005,5.0,400.0,4.024850771149142
6,6.0,6.0,56.0,127.0,424.0,0.005,5.0,400.0,4.395277231109227
7,7.0,7.0,57.0,127.0,424.0,0.005,5.0,400.0,4.112236697407808
8,8.0,8.0,58.0,127.0,424.0,0.005,5.0,400.0,3.8011182185769354
9,9.0,9.0,59.0,127.0,424.0,0.005,5.0,400.0,4.472815908265538
10,10.0,10.0,60.0,127.0,424.0,0.005,5.0,400.0,3.8919186636252783
11,11.0,11.0,61.0,127.0,424.0,0.005,5.0,400.0,4.3076767120884245
12,12.0,12.0,62.0,127.0,424.0,0.005,5.0,400.0,4.111073892699886
13,13.0,13.0,63.0,127.0,424.0,0.005,5.0,400.0,4.60326865627705
14,14.0,14.0,64.0,127.0,424.0,0.005,5.0,400.0,4.029000045543972
15,15.0,15.0,65.0,127.0,424.0,0.005,5.0,400.0,4.192096596397349
16,16.0,16.0,66.0,127.0,424.0,0.005,5.0,400.0,3.964104372089149
17,17.0,17.0,67.0,127.0,424.0,0.005,5.0,400.0,3.9814753705489028
18,18.0,18.0,68.0,127.0,424.0,0.005,5.0,400.0,4.346291183180966
19,19.0,19.0,69.0,127.0,424.0,0.005,5.0,400.0,3.8939842566652496
20,20.0,20.0,70.0,127.0,424.0,0.005,5.0,400.0,4.228755914517254
21,21.0,21.0,71.0,127.0,424.0,0.005,5.0,400.0,4.080087164950386
22,22.0,22.0,72.0,127.0,424.0,0.005,5.0,400.0,4.232966141978044
23,23.0,23.0,73.0,127.0,424.0,0.005,5.0,400.0,4.324454784457837
24,24.0,24.0,74.0,127.0,424.0,0.005,5.0,400.0,4.235405057554648
25,25.0,25.0,75.0,127.0,424.0,0.005,5.0,400.0,3.861834876429873
26,26.0,26.0,76.0,127.0,424.0,0.005,5.0,400.0,3.6646337559657582
27,27.0,27.0,77.0,127.0,424.0,0.005,5.0,400.0,4.1872450089459745
28,28.0,28.0,78.0,127.0,424.0,0.005,5.0,400.0,4.23977484861208
29,29.0,29.0,79.0,127.0,424.0,0.005,5.0,400.0,4.083094170527469
30,30.0,30.0,80.0,127.0,424.0,0.005,5.0,400.0,4.101077357449087
31,31.0,31.0,81.0,127.0,424.0,0.005,5.0,400.0,4.484216665487123
32,32.0,32.0,82.0,127.0,424.0,0.005,5.0,400.0,4.32811657094365
33,33.0,33.0,83.0,127.0,424.0,0.005,5.0,400.0,3.9530161966052555
34,34.0,34.0,84.0,127.0,424.0,0.005,5.0,400.0,4.0556792432471065
35,35.0,35.0,85.0,127.0,424.0,0.005,5.0,400.0,4.141258671491227
36,36.0,36.0,86.0,127.0,424.0,0.005,5.0,400.0,4.076425337499433
37,37.0,37.0,87.0,127.0,424.0,0.005,5.0,400.0,4.269952452571446
38,38.0,38.0,88.0,127.0,424.0,0.005,5.0,400.0,4.082543059759285
39,39.0,39.0,89.0,127.0,424.0,0.005,5.0,400.0,4.042438463491349
40,40.0,40.0,90.0,127.0,424.0,0.005,5.0,400.0,3.919355301733873
41,41.0,41.0,91.0,127.0,424.0,0.005,5.0,400.0,4.050112429386353
42,42.0,42.0,92.0,127.0,424.0,0.005,5.0,400.0,4.20599137724895
43,43.0,43.0,93.0,127.0,424.0,0.005,5.0,400.0,3.834178578343055
44,44.0,44.0,94.0,127.0,424.0,0.005,5.0,400.0,4.281343798018742
45,45.0,45.0,95.0,127.0,424.0,0.005,5.0,400.0,4.007198734106331
46,46.0,46.0,96.0,127.0,424.0,0.005,5.0,400.0,4.344094216689954
47,47.0,47.0,97.0,127.0,424.0,0.005,5.0,400.0,4.49219978388593
48,48.0,48.0,98.0,127.0,424.0,0.005,5.0,400.0,4.107696988499414
49,49.0,49.0,99.0,127.0,424.0,0.005,5.0,400.0,3.7187658380814086
50,0.0,0.0,50.0,317.0,424.0,0.1,1.0,400.0,3.407189505317451
51,1.0,1.0,51.0,317.0,424.0,0.1,1.0,400.0,3.815977484340498
52,2.0,2.0,52.0,317.0,424.0,0.1,1.0,400.0,3.346015715535296
53,3.0,3.0,53.0,317.0,424.0,0.1,1.0,400.0,3.534932251913542
54,4.0,4.0,54.0,317.0,424.0,0.1,1.0,400.0,3.382738083127215
55,5.0,5.0,55.0,317.0,424.0,0.1,1.0,400.0,3.34297681251455
56,6.0,6.0,56.0,317.0,424.0,0.1,1.0,400.0,3.6806668626045234
57,7.0,7.0,57.0,317.0,424.0,0.1,1.0,400.0,3.3232106134061214
58,8.0,8.0,58.0,317.0,424.0,0.1,1.0,400.0,3.2981477216918367
59,9.0,9.0,59.0,317.0,424.0,0.1,1.0,400.0,3.620583092148661
60,10.0,10.0,60.0,317.0,424.0,0.1,1.0,400.0,3.377040323328155
61,11.0,11.0,61.0,317.0,424.0,0.1,1.0,400.0,3.466707476824068
62,12.0,12.0,62.0,317.0,424.0,0.1,1.0,400.0,3.3633849174684034
63,13.0,13.0,63.0,317.0,424.0,0.1,1.0,400.0,3.632024659627391
64,14.0,14.0,64.0,317.0,424.0,0.1,1.0,400.0,3.436190882284396
65,15.0,15.0,65.0,317.0,424.0,0.1,1.0,400.0,3.2925327027102194
66,16.0,16.0,66.0,317.0,424.0,0.1,1.0,400.0,3.187994945074417
67,17.0,17.0,67.0,317.0,424.0,0.1,1.0,400.0,3.482835715185688
68,18.0,18.0,68.0,317.0,424.0,0.1,1.0,400.0,3.417344482829496
69,19.0,19.0,69.0,317.0,424.0,0.1,1.0,400.0,3.184903492485467
70,20.0,20.0,70.0,317.0,424.0,0.1,1.0,400.0,3.4964518358719583
71,21.0,21.0,71.0,317.0,424.0,0.1,1.0,400.0,3.3900525000645754
72,22.0,22.0,72.0,317.0,424.0,0.1,1.0,400.0,3.46133675890291
73,23.0,23.0,73.0,317.0,424.0,0.1,1.0,400.0,3.3763902127735688
