,id,train_seed,test_seed,train_size,test_size,v,tree_size,epochs,test_rmse
0,0.0,0.0,50.0,142.0,475.0,0.01,6.0,800.0,76.34005635739744
1,1.0,1.0,51.0,142.0,475.0,0.01,6.0,800.0,80.12999280629987
2,2.0,2.0,52.0,142.0,475.0,0.01,6.0,800.0,81.46623573130948
3,3.0,3.0,53.0,142.0,475.0,0.01,6.0,800.0,78.9158047439613
4,4.0,4.0,54.0,142.0,475.0,0.01,6.0,800.0,81.84942097560102
5,5.0,5.0,55.0,142.0,475.0,0.01,6.0,800.0,75.6078545319325
6,6.0,6.0,56.0,142.0,475.0,0.01,6.0,800.0,83.15875396034828
7,7.0,7.0,57.0,142.0,475.0,0.01,6.0,800.0,85.02004080795675
8,8.0,8.0,58.0,142.0,475.0,0.01,6.0,800.0,77.62083471180824
9,9.0,9.0,59.0,142.0,475.0,0.01,6.0,800.0,80.91533950117194
10,10.0,10.0,60.0,142.0,475.0,0.01,6.0,800.0,83.7837766606989
11,11.0,11.0,61.0,142.0,475.0,0.01,6.0,800.0,84.18401077647503
12,12.0,12.0,62.0,142.0,475.0,0.01,6.0,800.0,80.95361849536023
13,13.0,13.0,63.0,142.0,475.0,0.01,6.0,800.0,90.47021041048592
14,14.0,14.0,64.0,142.0,475.0,0.01,6.0,800.0,83.10178018989464
15,15.0,15.0,65.0,142.0,475.0,0.01,6.0,800.0,85.3750856634152
16,16.0,16.0,66.0,142.0,475.0,0.01,6.0,800.0,80.30111202014288
17,17.0,17.0,67.0,142.0,475.0,0.01,6.0,800.0,81.53712988846142
18,18.0,18.0,68.0,142.0,475.0,0.01,6.0,800.0,79.39665593779425
19,19.0,19.0,69.0,142.0,475.0,0.01,6.0,800.0,76.27045578811581
20,20.0,20.0,70.0,142.0,475.0,0.01,6.0,800.0,82.73493217189352
21,21.0,21.0,71.0,142.0,475.0,0.01,6.0,800.0,81.63412264994437
22,22.0,22.0,72.0,142.0,475.0,0.01,6.0,800.0,74.28156220260247
23,23.0,23.0,73.0,142.0,475.0,0.01,6.0,800.0,87.87538886193722
24,24.0,24.0,74.0,142.0,475.0,0.01,6.0,800.0,76.83446718013403
25,25.0,25.0,75.0,142.0,475.0,0.01,6.0,800.0,83.75569521458013
26,26.0,26.0,76.0,142.0,475.0,0.01,6.0,800.0,86.15375122302963
27,27.0,27.0,77.0,142.0,475.0,0.01,6.0,800.0,81.49712377714164
28,28.0,28.0,78.0,142.0,475.0,0.01,6.0,800.0,76.97447015824334
29,29.0,29.0,79.0,142.0,475.0,0.01,6.0,800.0,73.58116187803168
30,30.0,30.0,80.0,142.0,475.0,0.01,6.0,800.0,80.25137468230209
31,31.0,31.0,81.0,142.0,475.0,0.01,6.0,800.0,83.57275803694999
32,32.0,32.0,82.0,142.0,475.0,0.01,6.0,800.0,86.68899121814374
33,33.0,33.0,83.0,142.0,475.0,0.01,6.0,800.0,89.97611039489279
34,34.0,34.0,84.0,142.0,475.0,0.01,6.0,800.0,81.57080732903488
35,35.0,35.0,85.0,142.0,475.0,0.01,6.0,800.0,75.48712488510681
36,36.0,36.0,86.0,142.0,475.0,0.01,6.0,800.0,74.68059595984471
37,37.0,37.0,87.0,142.0,475.0,0.01,6.0,800.0,87.44136629618389
38,38.0,38.0,88.0,142.0,475.0,0.01,6.0,800.0,73.8950393335802
39,39.0,39.0,89.0,142.0,475.0,0.01,6.0,800.0,77.09627317354153
40,40.0,40.0,90.0,142.0,475.0,0.01,6.0,800.0,84.99925822155879
41,41.0,41.0,91.0,142.0,475.0,0.01,6.0,800.0,87.21713043118139
42,42.0,42.0,92.0,142.0,475.0,0.01,6.0,800.0,76.29712295535053
43,43.0,43.0,93.0,142.0,475.0,0.01,6.0,800.0,71.76772820708838
44,44.0,44.0,94.0,142.0,475.0,0.01,6.0,800.0,77.74959435014095
45,45.0,45.0,95.0,142.0,475.0,0.01,6.0,800.0,80.45451030062058
46,46.0,46.0,96.0,142.0,475.0,0.01,6.0,800.0,80.01802834592499
47,47.0,47.0,97.0,142.0,475.0,0.01,6.0,800.0,69.07089216171772
48,48.0,48.0,98.0,142.0,475.0,0.01,6.0,800.0,80.551015827443
